key,date,time_rd,lottery,draw,categoria,result,best_signal,best_a11,decision,hits_quiniela_topq,hits_quiniela_top12,pale_hits,source_rows_hist_used
2026-06-25|Anguilla|Anguila 6PM|2026-06-25 18:00,2026-06-25,2026-06-25 18:00,Anguilla,Anguila 6PM,NUCLEO,58-79-81,0.02660708043469542,3,✅ JUGAR — NÚCLEO,0,1,0,1590.0
2026-06-25|Anguilla|Anguila 9PM|2026-06-25 21:00,2026-06-25,2026-06-25 21:00,Anguilla,Anguila 9PM,NUCLEO,84-69-79,0.0031049618590724484,2,❌ NO JUGAR,1,2,0,1750.0
2026-06-25|La Nacional|Loteria Nacional- Noche|2026-06-25 21:00,2026-06-25,2026-06-25 21:00,La Nacional,Loteria Nacional- Noche,VIGILANCIA,27-63-86,0.005327207503788311,3,🔍 JUGAR — VIGILANCIA,0,0,0,1750.0
2026-06-26|La Primera|Quiniela La Primera|2026-06-26 12:00,2026-06-26,2026-06-26 12:00,La Primera,Quiniela La Primera,NUCLEO,42-10-64,0.048413881006662544,6,❌ NO JUGAR,0,0,0,2736.0
2026-06-26|Anguilla|Anguila 1PM|2026-06-26 13:00,2026-06-26,2026-06-26 13:00,Anguilla,Anguila 1PM,NUCLEO,49-30-66,0.023611039138762734,3,✅ JUGAR — NÚCLEO,0,0,0,534.0
2026-06-26|La Nacional|Loteria Nacional- Gana Más|2026-06-26 14:30,2026-06-26,2026-06-26 14:30,La Nacional,Loteria Nacional- Gana Más,NUCLEO,69-55-50,0.015472584170338794,2,✅ JUGAR — NÚCLEO,0,0,0,1065.0
2026-06-26|Anguilla|Anguila 6PM|2026-06-26 18:00,2026-06-26,2026-06-26 18:00,Anguilla,Anguila 6PM,NUCLEO,98-38-15,0.02660708043469542,3,✅ JUGAR — NÚCLEO,0,0,0,1590.0
2026-06-26|Anguilla|Anguila 9PM|2026-06-26 21:00,2026-06-26,2026-06-26 21:00,Anguilla,Anguila 9PM,NUCLEO,31-60-63,0.003613895117359026,2,❌ NO JUGAR,0,0,0,1760.0
2026-06-26|La Nacional|Loteria Nacional- Noche|2026-06-26 21:00,2026-06-26,2026-06-26 21:00,La Nacional,Loteria Nacional- Noche,VIGILANCIA,78-74-16,0.010788775942985867,5,❌ NO JUGAR,0,0,0,1760.0
2026-06-27|La Primera|Quiniela La Primera|2026-06-27 12:00,2026-06-27,2026-06-27 12:00,La Primera,Quiniela La Primera,NUCLEO,45-51-38,0.048413881006662544,6,❌ NO JUGAR,0,1,0,2730.0
2026-06-27|Anguilla|Anguila 1PM|2026-06-27 13:00,2026-06-27,2026-06-27 13:00,Anguilla,Anguila 1PM,NUCLEO,59-93-50,0.023611039138762734,3,✅ JUGAR — NÚCLEO,0,0,0,534.0
2026-06-27|La Nacional|Loteria Nacional- Gana Más|2026-06-27 14:30,2026-06-27,2026-06-27 14:30,La Nacional,Loteria Nacional- Gana Más,NUCLEO,47-85-42,0.015472584170338794,2,✅ JUGAR — NÚCLEO,0,0,0,1065.0
2026-06-27|Anguilla|Anguila 6PM|2026-06-27 18:00,2026-06-27,2026-06-27 18:00,Anguilla,Anguila 6PM,NUCLEO,36-86-51,0.02660708043469542,3,✅ JUGAR — NÚCLEO,0,0,0,1590.0
2026-06-27|Anguilla|Anguila 9PM|2026-06-27 21:00,2026-06-27,2026-06-27 21:00,Anguilla,Anguila 9PM,NUCLEO,62-26-94,0.0011824344763235748,2,❌ NO JUGAR,0,0,0,1635.0
2026-06-27|La Nacional|Loteria Nacional- Noche|2026-06-27 21:00,2026-06-27,2026-06-27 21:00,La Nacional,Loteria Nacional- Noche,VIGILANCIA,31-07-50,0.001995442480299879,3,❌ NO JUGAR,0,0,0,1635.0
2026-06-28|La Primera|Quiniela La Primera|2026-06-28 12:00,2026-06-28,2026-06-28 12:00,La Primera,Quiniela La Primera,NUCLEO,27-89-65,0.04698372793424469,6,❌ NO JUGAR,0,2,0,2724.0
2026-06-28|Anguilla|Anguila 1PM|2026-06-28 13:00,2026-06-28,2026-06-28 13:00,Anguilla,Anguila 1PM,NUCLEO,62-06-16,0.023611039138762734,3,✅ JUGAR — NÚCLEO,0,1,0,534.0
2026-06-28|La Nacional|Loteria Nacional- Gana Más|2026-06-28 14:30,2026-06-28,2026-06-28 14:30,La Nacional,Loteria Nacional- Gana Más,NUCLEO,96-88-15,0.015472584170338794,2,✅ JUGAR — NÚCLEO,0,0,0,1065.0
2026-06-28|Anguilla|Anguila 6PM|2026-06-28 18:00,2026-06-28,2026-06-28 18:00,Anguilla,Anguila 6PM,NUCLEO,19-13-52,0.02535977264124353,3,✅ JUGAR — NÚCLEO,0,1,0,1590.0
2026-06-28|La Nacional|Loteria Nacional- Noche|2026-06-28 18:00,2026-06-28,2026-06-28 18:00,La Nacional,Loteria Nacional- Noche,VIGILANCIA,36-77-38,0.020214111000514363,3,🔍 JUGAR — VIGILANCIA,0,0,0,1590.0
2026-06-28|Anguilla|Anguila 9PM|2026-06-28 21:00,2026-06-28,2026-06-28 21:00,Anguilla,Anguila 9PM,NUCLEO,04-50-54,0.018587071196055925,5,✅ JUGAR — NÚCLEO,0,0,0,2400.0
2026-06-29|La Primera|Quiniela La Primera|2026-06-29 12:00,2026-06-29,2026-06-29 12:00,La Primera,Quiniela La Primera,NUCLEO,22-23-12,0.04698372793424469,3,❌ NO JUGAR,0,1,0,2718.0
2026-06-29|Anguilla|Anguila 1PM|2026-06-29 13:00,2026-06-29,2026-06-29 13:00,Anguilla,Anguila 1PM,NUCLEO,33-32-92,0.023611039138762734,3,✅ JUGAR — NÚCLEO,0,0,0,534.0
2026-06-29|La Nacional|Loteria Nacional- Gana Más|2026-06-29 14:30,2026-06-29,2026-06-29 14:30,La Nacional,Loteria Nacional- Gana Más,NUCLEO,17-29-86,0.015445392790150987,2,✅ JUGAR — NÚCLEO,0,0,0,1065.0
